RecordNumber,Company_Name,Address,Phone,FAX,Notes,Website
1314,NewPage,"8540 Gander Creek Drive Miamisburg, OH 45342",877-855-7243,,"...We're about paper...and so much more. With NewPage, you'll find that we are as committed to our customers...",http://www.NewPageCorp.com
1315,"PCCW Teleservices (US),Inc.","565 Metro Pl S Ste. 250 Dublin, OH 43017-7312",614-280-1600,614-280-1610 fax,"...PCCW Teleservices is a premier business process outsourcing (BPO) provider skilled in all facets of voice and non-voice customer service,...",http://www.pccwteleservices.com
1316,Town Money Saver,"4 West Main Street Lucas, OH 44843-9701",419-892-1913,419-892-2371 fax,"...With over 20 YEARS of Experience, Town Money Saver is a monthly Direct Mail Advertising Flyer that is delivered right...",http://www.townmoneysaver.com
1317,Univenture Inc.,"13311 Industrial Pkwy Marysville, OH 43040-9589",800-992-8262 x111,937-645-4700 fax,...Univenture is the global leader in providing innovative media packaging solutions. Our constantly evolving product line has the breadth and...,http://www.univenture.com
1318,admail.net/List Media,"251 W Garfield Rd Ste 284 Aurora, OH 44202-8856",330-995-0864,,,
1319,Advanstar Marketing Services,"24950 Country Club Blvd., Suite 200 Cleveland, OH 44070",800-225-4569,,,
1320,American Modern Insurance Group,"7000 Midland Blvd Amelia, OH 45102-2608",513-943-7200,,,
1321,"AmeriMark Holdings, LLC","6864 Engle Rd. Cleveland, OH 44130-7910",440-325-2000,,,
1322,Ashland University,"224 Andrews Hall Ashland, OH 44805",419-289-5063,,,
1323,Associated Materials,"3773 State Rd Cuyahoga Falls, OH 44223-2603",330-922-2182,,,
1324,"BBS & Associates, Inc.","130 Springside Drive, Suite 200 Akron, OH 44333",330-665-5227,330-665-5055 fax,,
1325,C.TRAC information solutions,"16855 Foltz Pkwy Strongsville, OH 44149-5517",440-572-1000,440-572-3330 fax,,
1326,"Carson Wrapped Hershey's Chocolate","3115 Homeward Way Fairfield, OH 45014-4255",513-874-7414,,,
1327,"Clear Saleing, Inc.","1177 Olentangy River Road Columbus, OH 43212-3117",614-448-2688,888-228-0444 fax,,
1328,Cleveland Clinic Foundation,"9500 Euclid Ave AC311 Cleveland, OH 44195-0001",216-444-2200,,,
1329,"Consolidated Technologies Group, LLC","1614 E. 40th Street Cleveland, OH 44103",216-426-5328,,,
1330,Cornerstone Brands Inc.,"PO Box 1308 West Chester, OH 45071-1308",513-603-1400,,,
1331,Council of Smaller Enterprises (COSE),"The Higbee Building 100 Public Square, Suite 210 Cleveland, OH 44113-2227",216-621-3300,,,
1332,"Diebold, Inc.","3792 Boettler Oaks Dr Ste A Uniontown, OH 44685-7769",330-899-2510,,,
1333,Disabled American Veterans,"PO Box 14301 Cincinnati, OH 45250-0301",859-441-7300,,,
1334,Discover Publications,"6797 N High St Ste. 213 Worthington, OH 43085-2533",614-468-9113,614-431-3324 fax,,
1335,Eleventy Marketing Group,"453 S. High Street, Suite 101 Akron, OH 44311",330-294-1120,,,
1336,Fifth Third Bank,"5001 Kingsley Drive Maildrop 1MOB2V Cincinnati, OH 45227",513-358-0952,,,
1337,"Fusion, Inc.","4658 E. 355th Street Willoughby, OH 44094",440-946-3300,440-602-8761 fax,,
1338,"Gianfagna Strategic Marketing, Inc.","1991 Crocker Rd. Suite 225 Cleveland, OH 44145-6970",440-808-4700,440-808-4707 fax,,
1339,Gold Medal Products Company,"10700 Medallion Dr Cincinnati, OH 45241-4807",513-769-7676,,,
1340,Health Care Logistics,"PO Box 25 Circleville, OH 43113",800-848-1633,,,
1341,Highlights for Children,"1800 Watermark Dr Columbus, OH 43215-1035",614-487-2601,,,
1342,HoneyBaked Foods Inc.,"6145 Merger Dr. Holland, OH 43528",419-868-6400,419-867-8577 fax,,
1343,HY-KO Products Company,"60 Meadow Ln Northfield, OH 44067-1415",330-467-7446,,,
1344,InfoCision Management Corporation,"325 Springside Dr. Akron, OH 44333",330-668-1400,330-668-1401 fax,,
1345,Integrate,"1404 Goodale Boulevard Columbus, OH 43212-3778",614-421-0004,614-421-0007 fax,,
1346,"James Direct, Inc.","500 S. Prospect Ave. Hartville, OH 44632",330-877-0800,,,
1347,KeyBank,"800 Superior Ave E Cleveland, OH 44114-2613",216-689-3000,,,
1348,LADD Industries,"4849 Hempstead Station Dr. Dayton, OH 45429-5156",937-438-2646,,,
1349,"LimitedBrands, Inc. (B&BP)","5 Limited Pkwy Reynoldsburg, OH 43068-5300",614-415-7000,,,
1350,List Marketing Group Inc.,"15607 Delaware Ave. Ste. 3 Lakewood, OH 44107-5501",216-227-1758,,,
1351,Mandalay Baseball Properties,"220 North Patterson Blvd Dayton, OH 45402-1279",937-228-2287,,,
1352,"Matt Brown & Associates, Inc.","2769 Orchard Run Road Dayton, OH 45449-2831",937-434-3949,937-434-6272 fax,,
1353,Metrics Marketing Group,"905 Corporate Way, Suite 250 Westlake, OH 44145  8773329222",,,,
1354,Proforma,"11476 Hawke Road Suite A Columbia Station, OH 44028",216-520-8400,800-825-1525 fax,,
1355,SBDP Corporation,"4208 Airport Road Cincinnati, OH 45226-1646",513-871-7019,513-871-0134 fax,,
1356,"SourceLink, LLC","3303 W. Tech Rd. Miamisburg, OH 45302",864-678-2150,,,
1357,Sterling Jewelers Inc.,"375 Ghent Rd Akron, OH 44333-4601",330-668-5000,,,
1358,Suarez Corporation Industries,"7800 Whipple Ave N.W. North Canton, OH 44720",330-494-5504,330-676-1243 fax,,
1359,Summit Racing Equipment,"1200 Southeast Ave Tallmadge, OH 44278-3161",330-630-0270,,,
1360,"Synergy Direct Marketing Solutions, LLC","106 Franz Dr. Akron, OH 44333",330-869-5886,330-869-2814 fax,,
1361,The Ad Farm,"2225 Dundas Rd Ottawa Hills, OH 43606-2526",419-720-5676,,,
1362,The J.M. Smucker Company,"1 Strawberry Ln Orrville, OH 44667-1298",330-682-3000,,,
1363,"Things Remembered, Inc.","5500 Avion Park Dr Highland Heights, OH 44143-1992",440-473-2000,,,
1364,USI Affinity Collegiate Insurance Resources,"3070 Riverside Dr Columbus, OH 43221-2547",614-486-5388,,,
1365,"Valentine Research, Inc.","10280 Alliance Road Cincinnati, OH 45242-4710",513-984-8900,,,
1366,Vita-Mix Corporation,"8615 Usher Rd. Cleveland, OH 44138-2199",440-235-4840,,,
1367,Yeck Brothers Company,"2222 Arbor Blvd. Dayton, OH 45439-1522",937-294-4000,937-294-6985 fax,,
1368,"Allegiant Marketing Group, Inc.","13930 N. Harvey Rd. Edmond, OK 73013",405-302-3500,405-359-4148 fax,...An Expert Marketing Services Partner Request a Quote Request Media Kit Allegiant Marketing Group (AMG) is a full service advertising and...,http://www.AllegiantMarketingGroup.com
1369,Chilcutt Direct Marketing,"9301 Cedar Lake Ave Oklahoma City, OK 73114-7803",405-478-7245,405-478-2984 fax,"...Direct marketing. In basic terms, it is getting your product or service to potential customers - directly. When it comes...",http://www.cdmlist.com
1370,grafaccent,"2000 N. Classen Oklahoma City, OK 73106",405-523-5085,,...Our digital printing and print services management expertise spans over 3 decades. The digital customization available to you uses...,http://www.grafaccent.com/
1371,ur mobile,"5745 NW 132nd Oklahoma City, OK 73142",405-603-2020,405-603-4133 fax,...ur mobile is a cloud-based platform designed to expedite and simplify the exploding demand for rich mobile web experiences. ...,http://www.urmobile.com
1372,"Bullseye Database Marketing, LLC","5546 South 104th East Avenue Tulsa, OK 74146-6505",918-587-1731,918-587-0450 fax,,
1373,Reserve National Insurance Co.,"601 E. Britton Rd Oklahoma City, OK 73114",405-848-7931,,,
1374,"Sportsmith, L.L.C.","5925 South 118th Avenue Tulsa, OK 74146",918-307-2446,,,
1375,Accudirect Response Company,"1401 Northwest 19th Avenue Portland, OR 97209-1701",503-223-2076,503-228-6632 fax,...Identify - Target - Deliver - Sell : AccuDirect is a technology-driven organization that offers the entire direct marketing spectrum....,http://www.accudirectnw.com
1376,"Atomic Direct, LLC","1219 SE Lafayette Street Portland, OR 97202",503-296-6131,,"...A full service Direct Response TV agency specializing in: Infomercials, Direct Response Spots, Marketing Strategy & Research, Response Videos, In-Store...",http://www.atomicdirect.com
1377,Babcock & Jenkins,"711 SW Alder Suite 200 Portland, OR 97205",503-382-8500,503-227-2623 fax,...BABCOCK & JENKINS - the agile agencyBabcock & Jenkins is a full-service direct and relationship marketing agency. We drive customer...,http://www.bnj.com
1378,Group Mojo,"800 NW 6th Ave Suite 313 Portland, OR 97209-3715",503-493-2242,503-493-2246 fax,"...Group Mojo specializes in high quality infomercials, web videos, brand films and direct response television. Our management team is responsible...",http://www.groupmojo.com
1379,McIntyre Direct,"700 North Hayden Island Drive Suite 390 Portland, OR 97217",503-286-1400,503-286-1300 fax,"...For the last 20 years we've been helping catalogers get more out of their catalogs. More sales. More profit. More...",http://www.mcintyredirect.com
1380,Off The Wall Magnetics,"60 SE Main Street Portland, OR 97214-3320",503-331-0114,503-331-0118 fax,"...Marketing with direct mail magnets is a great tool for businesses that want to boost their sales, increase traffic or...",http://www.4thefridge.com/site/samples-directmail.
1381,AKA Direct,"19217 SW 119th Tualatin, OR 97062-2990",503-454-2200,503-692-9625 fax,,
1382,Carpe DM,"PO Box 8468 Medford, OR 97504-0468",541-282-7741,541-282-8584 fax,,
1383,funnelbox,"712 Main Street, Suite 100 Oregon City, OR 97045",503-595-5901,503-595-5908 fax,,
1384,Informal Education Products,"2517 S.E. Mailwell Dr. Milwaukie, OR 97222-7329",503-794-7100,,,
1385,Institute Lists,"1000 SW Broadway STE 1200 Portland, OR 97205",917-751-8439,,,
1386,International Society for Technology in Education,"175 W Broadway Ste 300 Eugene, OR 97401-3042",541-349-7575,,,
1387,"Lithia Motors, Inc.","360 E Jackson St Medford, OR 97501-5892",541-774-7602,,,
1388,"Nike, Inc.","1 SW Bowerman Dr Beaverton, OR 97005-0979",503-671-4565,,,
1389,"Northwest Direct Teleservices, Inc.","24790 SW Big Fir Rd. West Linn, OR 97068-9601",503-722-1640,503-722-4330 fax,,
1390,Portland Rescue Mission,"700 NE Multnomah #400 Portland, OR 97232-4104",503-906-7605,,,
1391,Quickie Marketing,"20734 Justice Court Bend, OR 97701",541-678-5015,,,
1392,Xerox Corporation,"PO Box 1000 MS 7060-583 Wilsonville, OR 97070",,,,
1393,"Action Mailers, Inc.","90 Commerce Dr Aston, PA 19014-3201",610-859-0500,610-859-0505 fax,"...Large full service Letter-Shop. Services include;High speed laser & inkjet personaliztion.Complete binderyEmbossed cards, post-it note & coin affixing.Match mailings.BMC/SCF drop...",http://www.actionmailer.com
1394,"Brokers Worldwide, LLC","701C Ashland Avenue Folcroft, PA 19032-2022",610-461-3661,610-461-4239 fax,"...Brokers Worldwide is the country's leading full service international and domestic mail and parcel distribution company, specializing in the preparation...",http://www.brokersworldwide.com
1395,BullsEye Marketing Systems LLC,"1157 Phoenixville Pike Suite 107 West Chester, PA 19380",484-356-2240,484-356-2219 fax,...BullsEye Marketing Systems? is an industry leader in managing and executing campaigns that utilize targeted offers and variable content. Our...,http://www.bullseye-mobile.com
1396,Communefx Corporation,"1253 Freedom Rd. Ste 500 Cranberry Twp, PA 16066-4953",724-742-7100,724.935.7080 fax,"...In our world, performance counts. We measure results. We tie our success to those measures. We call it Communication Effectiveness...",http://www.communefx.com
1397,DMW Direct,"701 Lee Road Chesterbrook, PA 19087",610-407-0407,610-407-0410 fax,"...DMW is a full service Direct Response Advertising Agency with specialty practices in fund raising, insurance marketing, financial services marketing,...",http://www.dmwdirect.com
1398,"Fry Communications, Inc.","800 West Church Road Mechanicsburg, PA 17055",717-766-0211,717-697-1358 fax,"... Providing unique solutions for information distribution: in print, via direct mail, on the Web, and beyond! Fry Communications is...",http://www.frycomm.com
1399,Intelligencer Printing Company,"330 Eden Rd Lancaster, PA 17601",800-233-0107,717-569-2643 fax,"...Intelligencer Printing offers these services: IntellOnDemand™ online proofing-file transfer site, 7/color sheet fed printing with Aqueous and UV, web printing...",http://www.intellprinting.com
1400,"Ken Malek Associates, Inc.","P. O. Box 383 Yardley, PA 19067-8383",215-579-2070,215-860-3498 fax,"...Ken Malek Associates, with its offices in Greater Philadelphia and Tampa, Florida, is dedicated to serving the Direct Response and...",http://www.kenmalek.com
1401,LSSiDATA,"1 Sentry Parkway, Suite 6000 Blue Bell, PA 19422",888-906-3398,610-567-5698 fax,"...LSSiDATA is a unique resource for residential, business and government listings and contact information. More than 2 million updates...",http://www.lssidata.com
1402,National Fulfillment Services - NFS,"100 Pine Ave. Holmes, PA 19043-1444",610-532-4700,610-586-3232 fax,...National Fulfillment Services is a direct marketing/direct response support company that delivers more of the essential services- and service -...,http://www.nfsrv.com
1403,Quattro Direct,"1175 Lancaster Avenue Berwyn, PA 19312",610-993-0070,610-993-0057 fax,...Quattro Direct is a fully integrated Direct Marketing and Advertising Agency. We provide our clients with an unparalleled approach to...,http://www.quattrodirect.com
1404,Schultz & Williams,"325 Chestnut Street Suite 700 Philadelphia, PA 19106",215-625-9955,215-625-2701 fax,"...Schultz & Williams provides integrated development, management, marketing and direct response services to nonprofit organizations across the country. Using...",http://www.schultzwilliams.com
1405,The Radio Agency,"1400 N. Providence Rd. Ste. 4000 Media, PA 19063-2061",610-892-7300,610-892-1899 fax,...There is only ONE agency in the entire DMA membership population 100% focused on radio The Radio Agency. Founded...,http://www.TheRadioAgency.com
1406,TPG,"7 N. Columbus Blvd. Philadelphia, PA 19106-1422",215-592-8381,215-574-8316 fax,...We are experts in multi-channel customer acquisition with an unrivaled reputation for working together with our clients to make complex...,http://www.tpgdirect.com
1407,TrueSense Marketing,"155 Commerce Dr Freedom, PA 15042",877-878-6584,,...TrueSense Marketing is a full-service direct marketing and fundraising agency with offices in Pittsburgh and Seattle. For nearly 50...,http://www.truesense.com
1408,"W.S. Ponton, Inc.","5149 Butler Street The Ponton Building Pittsburgh, PA 15201-2606",412-782-2360,412-782-1109 fax,"...For over a Century, W.S. Ponton, Inc. has been the List Industrys vendor of choice for reaching the Affluent Markets....",http://www.wsponton.com
1409,"ACURIAN, INC.","2 Walnut Grove Drive Suite 375 Horsham, PA 19044",215-323-9000,,,
1410,Advertising Advantage,"3833 Brighton Rd Pittsburgh, PA 15212-1601",412-761-7958,,,
1411,"American Marketing Solutions, LLC","One Millennium Dr. Uniontown, PA 15401-6408",724-437-3707,,,
1412,"Aon's Affinity Insurance Services, Inc.","159 E. County Line Rd. Hatboro, PA 19040-1218",215-773-4600,,,
1413,Bartash ROI,"5400 Grays Ave Philadelphia, PA 19143",215-724-1700,,,
1414,Business Development Institute,"3070 Bristol Pike Bensalem, PA 19020",215-205-6859,,,
1415,Carnegie Mellon University,"6 PPG Place 14th Floor Pittsburgh, PA 15222",412-268-2000,,,
1416,CIGNA International,"1601 Chestnut St Two Liberty Place, 53rd Fl. Philadelphia, PA 19192-0003",215-761-1000,,,
1417,Clipper Magazine,"3708 Hempland Road Mountville, PA 17554",717-569-5100,717-569-5101 fax,,
1418,Col Voce Consulting,"551 Newcomen Rd Exton, PA 19341-1938",215-266-2992,,,
1419,Comcast Family of Companies,"Programming Investments Division Philadelphia , PA",215-665-1700,,,
1420,Coventry,"7111 Valley Green Rd Fort Washington, PA 19034-2298",877-836-8300,,,
1421,DENTSPLY Prosthetics (Ceramco),"570 W. College Ave York, PA 17405",800-877-0020,717-849-4628 fax,,
1422,Destination Maternity Corporation,"456 N 5th St Philadelphia, PA 19123-4007",215-873-2200,,,
1423,"Direct Choice, Inc.","480 East Swedesford Road Suite 210 Wayne, PA 19087",610-995-2111,610-995-2266 fax,,
1424,ECorpTV.com,"687 W Lancaster Ave Wayne, PA 19087-2545",610-254-8924,610-254-9190 fax,,
1425,"Elliott Marketing Group, Inc.","2281 Sidgefield Lane Pittsburgh, PA 15241-2713",412-831-1183,412-851-0698 fax,,
1426,Fox Chase Cancer Center,"333 Cottman Ave. Philadelphia, PA 19111-2497",215-728-2810,,,
1427,Gorman Economics LLC,"39 West Gay Street West Chester, PA 19380",800-923-1111,,,
1428,Great Lakes List Management,"3126 Peach St. Erie, PA 16508-2734",800-964-5478,814-456-2175 fax,,
1429,"H&H Graphics, Inc.","854 North Prince Street Lancaster, PA 17603",717-393-3941,717-393-3941 fax,,
1430,IBSDirect,"431 Yerkes Road King of Prussia, PA 19406-3523",610-265-8210,610-265-7997 fax,,
1431,"IdeaOverTen, LLC","3140 Tilghman St. Suite 128 Allentown, PA 18104",610-437-4340,866-414-6165 fax,,
1432,"International Direct Response, Inc.","1125 Lancaster Ave. Berwyn, PA 19312-1243",610-993-0500,610-993-9938 fax,,
1433,Jean-Pierre Stepan,"2W Silver Creek Drive Mars, PA 16046",724-612-2237,,,
1434,Lenox Group Inc.,"1414 Radcliffe St Bristol, PA 19007-5413",267-525-7800,,,
1435,Litrides & Associates LLC,"532 North President Avenue Lancaster, PA 17603",717-207-0212,,,
1436,MarketForce Corporation,"3605 Chapel Rd Suite C Newtown Square, PA 19073-3602",610-356-5220,610-356-5110 fax,,
1437,MarketMAPS / GbBIS,"10 First Street PO Box 119 Wellsboro, PA 16901",570-724-7355,570-784-7394 fax,,
1438,McCourt Label Company,"20 Egbert Ln Lewis Run, PA 16738",814-362-3851,888-735-0014 fax,,
1439,MMS Education,"105 Terry Drive, Suite 120 Newtown, PA 18940",215-579-9590,215-579-8589 fax,,
1440,New Pig Corporation,"One Pork Ave. Tipton, PA 16684",814-684-0101,,,
1441,Nova DM,"633 E. Drinker St. Dunmore, PA 18512-2505",570-342-8668,570-342-8666 fax,,
1442,Penn Mutual,"600 Dresher Road Horsham, PA 19044-2204",215-956-8083,,,
1443,Penn State Hazleton,"76 University Dr Hazleton, PA 18202-8025",570-450-3175,,,
1444,"PlusNetMarketing, Inc.","415 Eagleview Blvd #116 Exton, PA 19341",610-458-0707,,,
1445,"Rodale, Inc.","33 E Minor St Emmaus, PA 18098-0001",610-967-5171,,,
1446,SAE International,"400 Commonwealth Dr Warrendale, PA 15086-7511",724-776-4841,,,
1447,Sculptz,"1150 Northbrook Dr Ste 200 Trevose, PA 19053-8443",215-494-2900,,,
1448,Sir Speedy Havertown,"443 West Chester Pike Havertown, PA 19083",610-789-2685,610-789-2690 fax,,
1449,Sir Speedy Printing,"445 York road Warminster, PA 18974",215-443-7773,215.443.8393 fax,,
1450,The Franklin Mint,"801 Springdale Dr Ste 200 Franklin Center, PA 19341-2897",610-884-4800,,,
1451,TRG Customer Solutions,"2701 Renaissance Blvd King of Prussia, PA 19406-2781",202-289-9898,,,
1452,University of the Sciences,"600 South 43rd Street Philadelphia, PA 19104",215-596-8800,,,
1453,"Voice Systems Engineering, Inc.","900 Wheeler Way Suite A Langhorne, PA 19047-1706",215-953-8568,,,
1454,Western Pennsylvania Conservancy,"800 Waterfront Dr Pittsburgh, PA 15222-4793",412-288-2777,,,
1455,Woolrich Inc.,"2 Mill St. Woolrich, PA 17779",570-769-6464,,,
1456,Yellowbook,"2201 Renaissance Boulevard King of Prussia, PA 19406",610-731-2500,,,
1457,Amica Insurance,"PO Box 6008 Providence, RI 02940-6008",800-652-6422,,,
1458,Capital Design,"148 West River Street Providence, RI 02904",401-270-6777,401.633.6350 fax,,
1459,Catalog Design Studios,"8 Barnes St Providence, RI 02906-1517",888-409-9992,,,
1460,Collette Vacations,"180 Middle Street Pawtucket, RI 02860",401-727-9000,401-727-1000 fax,,
1461,"Hasbro, Inc.","1027 Newport Ave Pawtucket, RI 02861-2500",401-727-5000,,,
1462,LJM Enterprises,"37 D Stone Trail North Providence, RI 02904",401-588-0536,,,
1463,Metropolitan Property & Casualty Ins.,"700 Quaker Ln Warwick, RI 02886-6681",401-827-2104,,,
1464,MMSI,"931 Jefferson Blvd. Suite 1001 Warwick, RI 02886-2233",401-737-7730,401-737-6465 fax,,
1465,Rhode Island Novelty,"5 Industrial Rd Cumberland, RI 02864-4714",401-335-3300,,,
1466,Strategic Fundraising Consultants,"86 Lorraine Ave. Providence, RI 02906",401-274-3863,,,
1467,List Connection,"PO Box 1712 Simpsonville, SC 29681",864-962-0761,864-962-0769 fax,"...List Connection is the premier list management company in the United States offering virtually every type of consumer, business, email,...",http://www.listconnection.net
1468,Specialized Fundraising Services,"300 E Henry Street Spartanburg, SC 29302",864-579-7755 EXT 111,864-579-4008 fax,...Specialized Fundraising Services works exclusively with nonprofit organizations and has developed a high level of expertise in this market. With...,http://www.specializedfundraising.net
1469,"Pilmma, LLC","607 Briarwood Dr #4 Myrtle Beach, SC 29572",800-497-1890,,,
1470,TMM Direct,"P.O. Box 239 Clover, SC 29710-0239",803-831-5310,803-831-5308 fax,,
1471,Midco Connections,"4901 E 26th Street Sioux Falls, SD 57110",605-330-4125,,"...Midco is a customer contact center specializing in inbound and outbound services including order taking, customer service, market research, customer...",http://www.midcoconnections.com
1472,"St. Joseph's Indian School","1301 North Main Street Chamberlain, SD 57325",605-734-3300,,,
1473,Buffkin Group,"730 Cool Springs Blvd Ste 120 Franklin, TN 37067-7290",615-778-2140,615-771-0099 fax,"...As a privately held company, the Buffkin Group is driven by one objective: serving our clients. Our commitment to quality...",http://www.thebuffkingroup.com
1474,LucidView,"80 Rolling Links Blvd. Oak Ridge, TN 37830",888-582-4384,,"...LucidView = TESTING. Multivariable testing and best practices in the art and science of in-market product, price, offer, creative,...",http://www.lucidview.com
1475,ALSAC - St. Jude,"501 Saint Jude Pl Memphis, TN 38105-1905",901-495-3300,,,
1476,Altair Data Resources,"830 Crescent Centre Drive Ste. 240 Franklin, TN 37067-6426",615-468-6800,615-468-6878 fax,,
1477,American School Directory,"180 Freedom Avenue Murfreesboro, TN 37129",615-896-3800,615-895-9041 fax,,
1478,"Ansar, Inc.","6651 Bethesda Arno Rd. Thompsons Station, TN 37179-9216",615-368-2025,615-368-2068 fax,,
1479,Blatteis Communications,"3639 Huckleberry Street Memphis, TN 38116",901-356-0090,775-201-8331 fax,,
1480,Braxton-Bragg,"4100 Appalachian Way Knoxville, TN 37918-6961",865-293-0220,,,
1481,Data Intelligence Group,"9045 Carothers Pkwy Ste 200 Franklin, TN 37067-6478",615-861-3301,615-534-8318 fax,,
1482,Ducks Unlimited,"One Waterfowl Way Memphis, TN 38120-2351",901-758-3825,,,
1483,Edo Interactive,"3841 Green Hills Village Drive Suite 425 Nashville, TN 37215",615-297-6080,,,
1484,FORMAL APPROACH,"281 W Old Andrew Johnson Hwy Jefferson City, TN 37760-1805",865-475-8641,,,
1485,International Paper Company,"6400 Poplar Avenue Memphis, TN",901-419-9000,972-628-2434 fax,,
1486,LifeWay Christian Resources,"One Lifeway Plaza Nashville, TN 37234-1002",615-251-5822,,,
1487,Microsoft,"743 Georgetown Dr Nashville, TN 37205",615-830-1222,425-936-7329 fax,,
1488,National Civil Rights Museum,"450 Mulberry St. Memphis, TN 38103-4214",901-521-9699,,,
1489,Scripps Networks,"9721 Sherrill Boulevard Knoxville, TN 37932",865-560-2700,,,
1490,Sir Speedy Church Street,"1927 Church Street Nashville, TN 37203",615-327-2679,,,
1491,Sir Speedy Nashville,"1921 Elm Hill Place Nashville, TN 37210",615-885-8206,,,
1492,Tangerine direct - a service of archer>malmo,"65 Union Ave Ste 500 Memphis, TN 38103-5137",901-523-2000,,,
1493,Triax Data,"800 South Gay St. Ste. 650 Knoxville, TN 37929-9738",865-971-4333,865-971-4336 fax,,
1494,Verso Paper Corp.,"6775 Lenox Center Court Memphis, TN 38115",877-837-7606,800-570-5689 fax,,
1495,AllMedia Inc.,"5601 Democracy Drive Suite 255 Plano, TX 75024-3699",469-467-9100,214-291-5431 fax,"...AllMedia helps you build your business. We use our in depth knowledge of direct, email, and internet marketing to help...",http://www.allmediainc.com
1496,Brierley Partners,"5800 Tennyson Parkway Suite 300 Plano, TX 75024",214-760-8700,,"...The Loyalty and CRM experts. Founded in 1985 by Hal Brierley, Brierley+Partners (B+P) has an unparalleled history of creating proven,...",http://www.brierley.com
1497,Buxton,"2651 S. Polaris Drive Fort Worth, TX 76137-4479",817-332-3681,817-332-3686 fax,"...Retail Marketing Analytics Turn Your Customer Data Into Dollars In challenging times, you need an edge to survive and succeed. Buxton provides...",http://www.buxtonco.com
1498,Data Dallas Corporation,"1111 W Mockingbird Ln Ste 300 Dallas, TX 75247-5017",214-638-2007,214-638-0682 fax,...Data Dallas Corporation offers data processing services for the direct marketing industry and specializes in serving catalog markets. Because we...,http://www.Datadallas.Com
1499,Dieste,"1999 Bryan St Ste. 2700 Dallas, TX 75201",214-259-8000,214-259-8040 fax,"...Dieste is a full-service Hispanic advertising and marketing agency and offers integrated communications and business solutions, including strategic planning, world-class...",http://www.dieste.com
1500,Dunham+Company,"2400 Dallas Pkwy. Ste. 400 Plano, TX 75093",469-454-0100,469-454-0004 fax,"...Dunham+Company is a strategic consulting group dedicated to helping Christian non-profit ministries develop and implement integrated media, marketing and fundraising...",http://www.dunhamandcompany.com
1501,Harte-Hanks,"9601 McAllister Fwy Suite 610 San Antonio, TX 78216",800-456-9748,,"...Insight. Passion. Results. Three words at the heart of everything we do.At Harte-Hanks, we know it takes more...",http://www.harte-hanks.com
1502,hawkeye,"2828 Routh Street Suite 300 Dallas, TX 75201",214-749-0080,214-747-1897 fax,...hawkeye is a direct marketing agency that helps market innovators build brand preference and customer loyalty. We have developed and...,http://www.hawkeyeww.com
1503,KBM Group,"2050 N Greenville Ave Richardson, TX 75082",972-664-3600,972-664-3656 fax,"...KBM Group is the global leader in knowledge-based marketing solutions. Expert in both digital and traditional direct marketing, KBM...",http://www.kbmg.com
1504,"MultiView, Inc.","7701 Las Colinas Ridge Suite 800 Irving, TX 75063",972-402-7070,972-402-7074 fax,...MultiView is an experienced team of technology and business professionals who work with national associations to deliver...,http://www.multiview.com
1505,"Pop Labs, Inc","7850 Parkwood Circle, Suite B3 Houston, TX 77036",713-243-4500,877-850-2420 fax,...Founded in 2001 Pop Labs is one of the nations leading full service digital media agencies. Employing a unique holistic...,http://www.poplabs.com
1506,"Summit Direct Mail, Inc.","1655 Terre Colony Ct. Dallas, TX 75212-6222",469-916-5170,469-916-5183 fax,"...Summit Direct Mail has the ability to develop and implement direct marketing programs for targeted markets by combining comprehensive resources,...",http://www.summitdm.com
1507,Xpressdocs,"1000 Forest Park Blvd. Fort Worth, TX 76110",817-870-4601,blog.xpressdocs.com fax,"...Established in 2001, Xpressdocs strives to exploit innovations in digital printing and online service delivery to provide a direct marketing...",http://www.xpressdocs.com
1508,3Seventy,"707 Rio Grande Ste 100 Austin, TX 78701",512-501-5940,,,
1509,AAFES,"3911 S. Walton Walker Blvd. Dallas, TX 75236-1598",214-312-6700,,,
1510,Adplex,"650 Century Plaza Drive Suite 120 Houston, TX 77073-6014",281-821-5522,281-443-1040 fax,,
1511,Alen Corporation,"5114 Balcones Woods Dr. Ste. 307-299 Austin, TX",800-630-2396,512-857-7961 fax,,
1512,American College of Emergency Physicians,"1125 Executive Circle Irving, TX 75038",972-550-0911,,,
1513,AT&T,"208 S Akard St Dallas, TX 75202-4206",404-249-2000,,,
1514,Bowman & Partners,"1914 Spring Dr Ste 101 Keller, TX 76262-7416",817-431-3441,,,
1515,Brad Cecil & Associates,"2700 W Park Row Dr Pantego, TX 76013-2258",817-795-8808,,,
1516,Business Extension Bureau Inc,"4802 Travis St Houston, TX 77002-9796",713-528-5568,713-528-1648 fax,,
1517,"Cal Farley's","PO Box 1890 Amarillo, TX 79174-0001",806-372-2341,,,
1518,Careington International,"7400 GAYLORD PARKWAY Frisco, TX 75034",800-441-0380,877-335-7811 fax,,
1519,Collider Media,"1011 San Jacinto Blvd Ste 202 Austin, TX 78701",512-745-8070,,,
1520,Convio,"11501 Domain Drive Suite 200 Austin, TX 78758",512-652-2600,512-652-2699 fax,,
1521,Engauge Direct,"11401 Century Oaks Terrace Suite 400 Austin, TX 78758-8703",614-573-1472,,,
1522,Epsilon,"4301 Regent Boulevard Irving, TX 75063",212-457-7000,972.582.9700 fax,,
